timestamp,round,phase,loss,accuracy,num_clients,total_examples
2025-11-24 10:47:10,1,train,3.88290507172005,0.05101490953345958,25,5567
2025-11-24 10:47:10,1,evaluate,3.9335958208356585,0.04285714321488899,25,630
2025-11-24 10:47:13,2,train,3.7838181411639695,0.05766121753179793,25,5567
2025-11-24 10:47:14,2,evaluate,3.7767627818243845,0.07936508087884812,25,630
2025-11-24 10:47:17,3,train,3.686134370627728,0.05927788745795929,25,5567
2025-11-24 10:47:17,3,evaluate,3.775925792209686,0.049206349750359854,25,630
2025-11-24 10:47:20,4,train,3.658888480297984,0.06700197610223188,25,5567
2025-11-24 10:47:21,4,evaluate,3.762059824807303,0.1063492078038435,25,630
2025-11-24 10:47:23,5,train,3.6338725598813046,0.07706125414302432,25,5567
2025-11-24 10:47:24,5,evaluate,3.7381405035654702,0.1857142895696655,25,630
2025-11-24 10:47:26,6,train,3.5904425525442583,0.12843542187356727,25,5567
2025-11-24 10:47:27,6,evaluate,3.668610807827541,0.23174603509287986,25,630
2025-11-24 10:47:30,7,train,3.5154804016799885,0.1659780855608282,25,5567
2025-11-24 10:47:30,7,evaluate,3.5671535261093625,0.21904762227620397,25,630
2025-11-24 10:47:33,8,train,3.380879486016146,0.19346146918438442,25,5567
2025-11-24 10:47:34,8,evaluate,3.3965314490454537,0.24126984446294725,25,630
2025-11-24 10:47:36,9,train,3.179572696336322,0.24842823730811453,25,5567
2025-11-24 10:47:37,9,evaluate,3.1682520665819682,0.276190480861872,25,630
2025-11-24 10:47:39,10,train,2.9204111902679943,0.3174061429271455,25,5567
2025-11-24 10:47:40,10,evaluate,2.9566409553800312,0.2920634970187195,25,630
2025-11-24 10:47:43,11,train,2.6964072770440257,0.3545895448456081,25,5567
2025-11-24 10:47:43,11,evaluate,2.756280179440029,0.3333333402517296,25,630
2025-11-24 10:47:46,12,train,2.4765081340328288,0.40722112302208835,25,5567
2025-11-24 10:47:46,12,evaluate,2.591224217225635,0.3809523848314134,25,630
2025-11-24 10:47:49,13,train,2.2638661816665335,0.4634453003852355,25,5567
2025-11-24 10:47:50,13,evaluate,2.429465065115974,0.4031746082599201,25,630
2025-11-24 10:47:52,14,train,2.10931368449742,0.4850008985138419,25,5567
2025-11-24 10:47:53,14,evaluate,2.2977702960135447,0.4317460345133903,25,630
2025-11-24 10:47:55,15,train,1.9427002959605155,0.5230824485627287,25,5567
2025-11-24 10:47:56,15,evaluate,2.188798438935053,0.4587301660388235,25,630
2025-11-24 10:47:59,16,train,1.8286719350042218,0.5376324814601927,25,5567
2025-11-24 10:47:59,16,evaluate,2.079151967972044,0.49365079943386336,25,630
2025-11-24 10:48:02,17,train,1.6963214679832452,0.566373277292959,25,5567
2025-11-24 10:48:03,17,evaluate,1.9877733575446266,0.5222222330787826,25,630
2025-11-24 10:48:05,18,train,1.608849244377269,0.5943955449199728,25,5567
2025-11-24 10:48:06,18,evaluate,1.917638228526191,0.5396825474169519,25,630
2025-11-24 10:48:08,19,train,1.521679476088203,0.611819649606713,25,5567
2025-11-24 10:48:09,19,evaluate,1.8646310640232904,0.5507936579367471,25,630
2025-11-24 10:48:12,20,train,1.4407720897384877,0.6256511533508743,25,5567
2025-11-24 10:48:12,20,evaluate,1.802249948609443,0.574603179783102,25,630
2025-11-24 10:48:15,21,train,1.3739933866946599,0.6394826674591988,25,5567
2025-11-24 10:48:15,21,evaluate,1.747164837566633,0.5793650850890175,25,630
2025-11-24 10:48:18,22,train,1.3281744490283085,0.6531345482326097,25,5567
2025-11-24 10:48:19,22,evaluate,1.698132214281294,0.584126992405407,25,630
2025-11-24 10:48:21,23,train,1.2674982885023582,0.6621160428614382,25,5567
2025-11-24 10:48:22,23,evaluate,1.6585985881941658,0.6047619101547059,25,630
2025-11-24 10:48:24,24,train,1.2284842789419381,0.6718160517343782,25,5567
2025-11-24 10:48:25,24,evaluate,1.604722134106689,0.6142857190635469,25,630
2025-11-24 10:48:28,25,train,1.175604376498257,0.6797197805725952,25,5567
2025-11-24 10:48:28,25,evaluate,1.5629060113240802,0.6190476206086931,25,630
