timestamp,round,phase,loss,accuracy,num_clients,total_examples
2025-11-24 11:47:14,1,train,3.934966011042934,0.045982351009264635,10,2153
2025-11-24 11:47:14,1,evaluate,3.963568820758742,0.02448979604000948,10,245
2025-11-24 11:47:15,2,train,3.795211558335336,0.050627032223062855,10,2153
2025-11-24 11:47:16,2,evaluate,3.80056637841828,0.0448979594193551,10,245
2025-11-24 11:47:17,3,train,3.712954895694589,0.05712958689843064,10,2153
2025-11-24 11:47:17,3,evaluate,3.803514358948688,0.020408163158869258,10,245
2025-11-24 11:47:18,4,train,3.6877976541346413,0.06084533201429355,10,2153
2025-11-24 11:47:18,4,evaluate,3.8077499847022853,0.020408163158869258,10,245
2025-11-24 11:47:19,5,train,3.6774051328952293,0.06502554646731669,10,2153
2025-11-24 11:47:20,5,evaluate,3.796336167199271,0.03673469365707466,10,245
2025-11-24 11:47:21,6,train,3.681192523315791,0.08592661402607402,10,2153
2025-11-24 11:47:21,6,evaluate,3.7793072817276934,0.07346938681997815,10,245
2025-11-24 11:47:22,7,train,3.639935498563179,0.10125406504134161,10,2153
2025-11-24 11:47:22,7,evaluate,3.7471142087663925,0.11836734701480184,10,245
2025-11-24 11:47:23,8,train,3.5885122229872444,0.10915002350717493,10,2153
2025-11-24 11:47:24,8,evaluate,3.669037662233625,0.212244899175605,10,245
2025-11-24 11:47:25,9,train,3.482474228309245,0.18532280611800858,10,2153
2025-11-24 11:47:25,9,evaluate,3.5413844799508856,0.21224489908437338,10,245
2025-11-24 11:47:26,10,train,3.2931007142959503,0.23130515492549344,10,2153
2025-11-24 11:47:26,10,evaluate,3.3224923406328473,0.2816326578660887,10,245
2025-11-24 11:47:27,11,train,3.0709020291933946,0.2935438922710658,10,2153
2025-11-24 11:47:28,11,evaluate,3.0947693425781875,0.27346939189093455,10,245
2025-11-24 11:47:29,12,train,2.8289678767842577,0.3241987939399727,10,2153
2025-11-24 11:47:29,12,evaluate,2.8726484736617732,0.29795918756601764,10,245
2025-11-24 11:47:30,13,train,2.608456420721257,0.3813283794074628,10,2153
2025-11-24 11:47:30,13,evaluate,2.691138928277152,0.35102041175170823,10,245
2025-11-24 11:47:31,14,train,2.3984877396560083,0.4412447719342048,10,2153
2025-11-24 11:47:32,14,evaluate,2.5407748903547014,0.3632653092243234,10,245
2025-11-24 11:47:33,15,train,2.203175190488405,0.4746864844551349,10,2153
2025-11-24 11:47:33,15,evaluate,2.3834875218722287,0.4000000035884429,10,245
2025-11-24 11:47:34,16,train,2.054549353320932,0.48444031879541155,10,2153
2025-11-24 11:47:34,16,evaluate,2.2767337735818356,0.42448980260868463,10,245
2025-11-24 11:47:35,17,train,1.9014386667299426,0.5290292619835262,10,2153
2025-11-24 11:47:36,17,evaluate,2.138918454306466,0.45306123628908274,10,245
2025-11-24 11:47:37,18,train,1.7574775215641487,0.5731537388754456,10,2153
2025-11-24 11:47:37,18,evaluate,2.046489956427594,0.4775510245439958,10,245
2025-11-24 11:47:38,19,train,1.6412257946096793,0.5829075779255413,10,2153
2025-11-24 11:47:38,19,evaluate,1.9484814040514888,0.5183673540548402,10,245
2025-11-24 11:47:39,20,train,1.5347386135149157,0.6209939671632748,10,2153
2025-11-24 11:47:40,20,evaluate,1.8888346107638612,0.5224489856739434,10,245
2025-11-24 11:47:41,21,train,1.44721569214319,0.6200650309511412,10,2153
2025-11-24 11:47:41,21,evaluate,1.8127409185682024,0.5265306228277634,10,245
2025-11-24 11:47:42,22,train,1.3817691013417686,0.6428239735140117,10,2153
2025-11-24 11:47:42,22,evaluate,1.7164211059103207,0.5959183744021824,10,245
2025-11-24 11:47:43,23,train,1.303513405160244,0.6549001296854994,10,2153
2025-11-24 11:47:44,23,evaluate,1.6900110755647932,0.5836734786325571,10,245
2025-11-24 11:47:45,24,train,1.2647760338524137,0.6562935427641016,10,2153
2025-11-24 11:47:45,24,evaluate,1.6709871457547558,0.5959183759835301,10,245
2025-11-24 11:47:46,25,train,1.1738242724857606,0.6855550370504842,10,2153
2025-11-24 11:47:46,25,evaluate,1.595713283577744,0.608163274064356,10,245
2025-11-24 11:47:48,26,train,1.1459834325939238,0.6906642023001612,10,2153
2025-11-24 11:47:48,26,evaluate,1.5460022352179703,0.5918367447901746,10,245
2025-11-24 11:47:49,27,train,1.070867724353305,0.7152810019570287,10,2153
2025-11-24 11:47:49,27,evaluate,1.5314835528938138,0.6040816431142846,10,245
2025-11-24 11:47:50,28,train,1.0178965521977217,0.7296795123090204,10,2153
2025-11-24 11:47:51,28,evaluate,1.5105860389008814,0.6000000076634543,10,245
2025-11-24 11:47:52,29,train,1.0090955874004088,0.7236414250597198,10,2153
2025-11-24 11:47:52,29,evaluate,1.460547830134022,0.6163265388839099,10,245
2025-11-24 11:47:53,30,train,0.9864091148389753,0.7398978273050761,10,2153
2025-11-24 11:47:53,30,evaluate,1.480114280447668,0.62040817603773,10,245
2025-11-24 11:47:54,31,train,0.9662749550257291,0.7440780259554629,10,2153
2025-11-24 11:47:55,31,evaluate,1.4443350830856634,0.6081632771054093,10,245
2025-11-24 11:47:56,32,train,0.9031826314181989,0.7566186686449143,10,2153
2025-11-24 11:47:56,32,evaluate,1.4336401263061835,0.6244898074743699,10,245
2025-11-24 11:47:57,33,train,0.8990338993692641,0.7510450531992866,10,2153
2025-11-24 11:47:57,33,evaluate,1.4222512026222385,0.6204081776190777,10,245
2025-11-24 11:47:58,34,train,0.8370045238298646,0.7719461181332109,10,2153
2025-11-24 11:47:59,34,evaluate,1.3852645662366128,0.6163265419249632,10,245
